NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N,fahrgastza,fahrgast_1,fahrgast_2,fahrgast_3,fahrgast_4,fahrgast_5,fahrgast_6,fahrgast_7,fahrgast_8,fahrgast_9,lng,lat
"8590279","2384",,,"Spreitenbach, Shopping Center",Spreitenbach,Bus,"&nbsp;","0",,"184","2",Bus,"303","2670171","1252599","632","651",632.033534246574959,582.669232876712044,695.580000000000041,641.509999999999991,"2384",SCEN,1214.702767123289959,1337.089999999999918,8.368550763493712,47.420459647278442
"8590275","6462",,,"Spreitenbach, Ikea",Spreitenbach,Bus,"&nbsp;","0",,"184","2",Bus,"303","2670547","1252782","633","652",137.107178082192007,159.620219178082010,153.879999999999995,187.539999999999992,"6462",IKEA,296.727397260274017,341.420000000000016,8.373562043527386,47.422065279223887
"8590205","2789",,,"Bergdietikon, Vorbühl",Bergdietikon,Bus,"&nbsp;","0",,"184","2",Bus,"305,315","2671459","1249188","548","565",21.376684931506901,27.885397260274001,28.495976095617500,36.652470119521901,"2789",VORB,49.262082191780898,65.148446215139401,8.385072971871672,47.389644240375134
"8590536","6694",,,"Dietikon, Weidstrasse",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"325","2671666","1250433","593","611",30.703698630137001,18.603123287671199,40.469999999999999,22.180000000000000,"6694",WEST,49.306821917808200,62.649999999999999,8.388013806567590,47.400818715532822
"8590200","425",,,"Bergdietikon, Baltenschwil",Bergdietikon,Bus,"&nbsp;","0",,"184","2",Bus,"305,315","2672021","1249544","552","569",46.394356164383602,63.567890410958903,58.809402390438201,78.461513944223100,"425",DBAL,109.962246575343002,137.270916334660996,8.392573034187158,47.392784747349239
"8590218","990",,,"Dietikon, Gjuchstrasse",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"303","2672053","1251227","545","562",515.330547945205012,458.404109589041013,603.549999999999955,532.820000000000050,"990",GJUC,973.734657534246026,1136.369999999999891,8.393267990917206,47.407917342323501
"8590739","1964",,,"Oetwil an der Limmat, Post",Oetwil an der Limmat,Bus,"&nbsp;","0",,"154","2",Bus,"301,N30","2672142","1253441","533","550",191.904526027396997,133.429224657534007,247.412000000000006,170.197000000000003,"1964",OPOS,325.333750684930976,417.608999999999980,8.394804422290916,47.427819138105150
"8590738","1759",,,"Oetwil an der Limmat, Oberdorf",Oetwil an der Limmat,Bus,"&nbsp;","0",,"154","2",Bus,"301","2672389","1253434","536","553",26.367798904109598,82.945264657534295,36.536600000000000,92.001599999999996,"1759",OBDO,109.313063561644000,128.538199999999989,8.398076735425134,47.427729072053246
"8590223","3344",,,"Dietikon, Stadthaus",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"305,306,325","2672636","1250636","589","607",160.517917808219011,155.694575342466010,206.280000000000001,183.120000000000005,"3344",DSTA,316.212493150685020,389.399999999999977,8.400895490721563,47.402538147187720
"8590219","1417",,,"Dietikon, Kirchplatz",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"305,306,325","2672819","1250905","596","614",7.536465753424660,125.727041095890002,9.890000000000001,147.449999999999989,"1417",KIPL,133.263506849315007,157.340000000000003,8.403363408411488,47.404937191548861
"8590514","1039",,,"Dietikon, Rapidplatz",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"309","2672934","1251493","542","559",254.308343013698988,238.534254246574989,324.925200000000018,312.502799999999979,"1039",DRAP,492.842597260273976,637.427999999999997,8.404982743419627,47.410212635095888
"8590618","2982",,,"Geroldswil, Zentrum",Geroldswil,Bus,"&nbsp;","0",,"154","2",Bus,"301,302,304,N30","2673255","1252747","198","206",646.600664109589047,611.916371506849032,772.117937848605948,738.665321115537949,"2982",ZENT,1258.517035616439898,1510.783258964140032,8.409441007942943,47.421454797863483
"8590602","548",,,"Fahrweid, Brunaustrasse",Fahrweid,Bus,"&nbsp;","0",,"154","2",Bus,"301,302,304,N30","2673612","1251969","200","208",221.574107397260008,245.901402739725995,264.533104382470015,294.948494023904004,"548",BRUS,467.475510136985974,559.481598406374019,8.414043546254266,47.414418085819285
"8590837","831",,,"Urdorf, Feldegg",Urdorf,Bus,"&nbsp;","0",,"154","2",Bus,"302,308,311,N30","2674689","1249493","185","193",402.870219178081982,451.906136986301021,492.189999999999998,558.968446215139011,"831",FEGG,854.776356164382946,1051.158446215139975,8.427899618626522,47.392029000546088
"8590802","2631",,,"Schlieren, Talacker-Windegg",Schlieren,Bus,"&nbsp;","0",,"154","2",Bus,"302,308","2676173","1251023","177","185",139.287397260273991,123.938767123288002,158.398486055776999,138.332310756971992,"2631",TAWI,263.226164383561979,296.730796812749020,8.447814019611545,47.405619052091623
"8591366","2771",,,"Zürich, Sihlcity Nord",Zürich,"Bus,Tram,Trolleybus","&nbsp;","2",,"110","3",Bus Tram,"5,13,17,72,N12","2681920","1246034","151","158",6594.315726027400160,6510.185068493149629,7531.077768924299562,7449.634780876490368,"2771",SIHN,13104.500794520599811,14980.712549800800844,8.523031312376428,47.360061327995339
"8591285","1705",,,"Zürich, Neuaffoltern",Zürich,"Bus,Trolleybus","&nbsp;","0",,"110","2",Bus,"32,61,62,N1","2681991","1251793","58","63",1784.849808219179977,1672.521287671230084,2020.635697211160050,1868.008486055779940,"1705",NEUA,3457.371095890409833,3888.644183266940217,8.525026389803312,47.411845275902387
"8591323","2104",,,"Zürich, Rosengartenstrasse",Zürich,"Bus,Trolleybus","&nbsp;","0",,"110","2",Bus,"33,46,72,83,N1,N7,N8","2682051","1249846","165","172",2977.134740547950059,2865.468262739730108,3425.025937450200217,3262.232931872510107,"2104",ROSE,5842.603003287679712,6687.258869322709870,8.525464021661350,47.394327821381459
"8591079","478",,,"Zürich, Bezirksgebäude",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"2,3,N14","2682089","1247605","206","215",2428.100547945210110,2701.160712328769932,2730.902868525899976,3014.787729083670001,"478",BEZI,5129.261260273980042,5745.690597609570432,8.525556170703764,47.374168954234428
"8591205","1865",,,"Zürich, Hürlimannplatz",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"66","2682177","1246594","468","480",59.552328767123299,87.079808219178105,86.599999999999994,126.629999999999995,"1865",HURL,146.632136986300992,213.229999999999990,8.526535645983865,47.365065653578789
"8591425","2858",,,"Zürich, Weihersteig",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"69","2682287","1250246","476","488",103.803178082192005,152.234876712328997,127.422629482071997,194.547609561753006,"2858",WEIH,256.038054794520974,321.970239043825018,8.528663245503058,47.397895712947573
"8590472","6437",,,"Adliswil, Grüt",Adliswil,Bus,"&nbsp;","0",,"150","2",Bus,"184,N12","2682427","1241858","256","267",88.795780821917802,126.527561643835995,109.719999999999999,157.419999999999987,"6437",GRUT,215.323342465753996,267.139999999999986,8.528973764881433,47.322441361464683
"8591257","1557",,,"Zürich, Limmatplatz",Zürich,"Bus,Tram,Trolleybus","&nbsp;","2",,"110","3",Bus Tram,"4,13,17,32,N1,N4,N5,N7,N13","2682531","1248771","231","241",14271.745698630100378,13969.919369863000611,16377.375697211200531,16046.669760956199752,"1557",LIMM,28241.665068493100989,32424.045458167398465,8.531622912898955,47.384600012653038
"8591217","1356",,,"Zürich, Kalchbühlweg",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"66","2682591","1243872","465","477",129.220849315067994,96.897479452054796,152.750000000000000,116.260000000000005,"1356",KALB,226.118328767122989,269.009999999999991,8.531513892651988,47.340533753424474
"8591100","547",,,"Zürich, Brunaustrasse",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"7,N15","2682620","1245607","307","319",1058.857999999999947,1137.904931506850062,1189.107609561749996,1273.291553784860071,"547",BRUN,2196.762931506849782,2462.399163346609839,8.532217514795436,47.356133761832645
"8590765","1542",,,"Rümlang, Letten",Rümlang,Bus,"&nbsp;","0",,"121","2",Bus,"742,N6","2682693","1254770","744","766",0.000000000000000,0.166684931506849,0.000000000000000,0.000000000000000,"1542",RLET07,0.166684931506849,0.000000000000000,8.534877893320695,47.438530355516683
"8591430","2889",,,"Zürich, Widmerstrasse",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"66","2682701","1243456","466","478",264.244739726026978,241.187643835616001,323.449999999999989,288.850000000000023,"2889",WIDM,505.432383561643007,612.299999999999955,8.532892526332859,47.336778678855723
"8591291","1745",,,"Zürich, Nordstrasse",Zürich,Trolleybus,"&nbsp;","0",,"110","2",Bus,"32,46","2682868","1249190","404","416",1350.518383561639894,1515.889013698629924,1500.613107569719887,1673.757729083670029,"1745",NORS,2866.407397260270045,3174.370836653390143,8.536162991482058,47.388325920510461
"8591237","1468",,,"Zürich, Kronenstrasse",Zürich,Tram,"&nbsp;","2",,"110","5",Tram,"11,14","2683106","1249166","104","110",2273.232849315069870,2503.389643835620063,2677.136374501989849,2965.805976095619826,"1468",KRON,4776.622493150690389,5642.942350597610130,8.539310290671454,47.388080098874717
"8591071","435",,,"Zürich, Beckenhof",Zürich,Tram,"&nbsp;","2",,"110","5",Tram,"11,14","2683198","1248723","105","111",1159.716493150679980,1266.554219178080075,1442.483426294819992,1563.832788844619927,"435",BECK,2426.270712328760055,3006.316215139439919,8.540446234485755,47.384084438038947
"8591339","2164",,,"Zürich, Scheuchzerstrasse",Zürich,Trolleybus,"&nbsp;","0",,"110","2",Bus,"33","2683459","1249139","335","347",638.140576712328993,670.509395616438042,732.023308764939998,770.085137051793026,"2164",SCHZ,1308.649972328769991,1502.108445816729954,8.543979893806991,47.387792652231802
"8580449","3034",,,"Zürich, Bahnhof Oerlikon",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"11,61,62,94,768,781,787","2683489","1251772","55","60",10909.796684931499840,10135.312657534199388,12368.469362549800280,11462.716494023899941,"3034",BOER,21045.109342465701047,23831.185856573698402,8.544868746143017,47.411468189600342
"8591406","1334",,,"Zürich, Universität Irchel",Zürich,Tram,"&nbsp;","2",,"110","5",Tram,"9,10","2683510","1250070","123","130",1852.455999999999904,2268.390465753419903,2421.402948207170084,2981.573067729079867,"1334",IRCH,4120.846465753419579,5402.976015936250406,8.544829072592403,47.396158964120190
"8590685","2154",,,"Kilchberg ZH, Sanatorium",Kilchberg ZH,Bus,"&nbsp;","0",,"150","2",Bus,"161,N15","2683590","1242393","288","299",101.216410958904007,92.755506849315097,122.870000000000005,108.219999999999999,"2154",SANK,193.971917808218990,231.090000000000003,8.544455676313868,47.327106516217320
"8591332","2151",,,"Zürich, Salersteig",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"10,14,N6","2683770","1251177","386","398",1341.117972602740110,1447.217616438359983,1534.413625498010106,1667.153904382470046,"2151",SALE,2788.335589041099865,3201.567529880479924,8.548480052555256,47.406081511630198
"8590673","1391",,,"Kilchberg ZH, Bahnhof",Kilchberg ZH,Bus,"&nbsp;","0",,"150","2",Bus,"162,163","2683868","1242094","702","724",261.191808219177972,104.851835616437995,350.389999999999986,139.479999999999990,"1391",BKIL,366.043643835616024,489.870000000000005,8.548076986800616,47.324382169771987
"8591239","1472",,,"Zürich, Kunsthaus",Zürich,"Tram,Trolleybus","&nbsp;","2",,"110","3",Bus Tram,"3,5,9,31","2683876","1247215","132","139",6286.815010410959985,6074.947997260270313,7761.992704382470038,7410.530513944219820,"1472",KUNS,12361.763007671199375,15172.523218326699862,8.549141430698867,47.370436500973447
"8590791","935",,,"Schlieren, Gasometerbrücke",Schlieren,"Bus,Trolleybus","&nbsp;","0",,"154","2",Bus,"31,N2","2677128","1250158","358","370",1052.461084383560092,1148.210980547949930,1283.181019123509941,1402.937202788840068,"935",GASO,2200.672064931509794,2686.118221912349782,8.460315868531294,47.397728598336023
"8591044","92",,,"Zürich, Am Suteracher",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"35","2677852","1249413","620","639",179.668191780822013,193.099835616438014,213.610000000000014,228.300000000000011,"92",AMSU,372.768027397260028,441.910000000000025,8.469775711830405,47.390943323597909
"8591116","716",,,"Zürich, Dunkelhölzli",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"35,67,78,N13","2677876","1249185","29","34",703.558794520547963,748.330657534247052,806.820000000000050,842.049999999999955,"716",DUNK,1451.889452054799904,1648.869999999999891,8.470053867076640,47.388889983307777
"8591130","852",,,"Zürich, Feusisbergli",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"35","2677940","1249606","619","638",97.832383561643795,87.075506849315104,117.680000000000007,101.560000000000002,"852",FEUS,184.907890410958998,219.240000000000009,8.470974764695789,47.392668650099296
"8591310","2033",,,"Zürich, Rautihalde",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"35,67,78,N13","2678186","1248887","31","36",471.607123287671016,617.384876712328946,528.600000000000023,689.980000000000018,"2033",RAUH,1088.991999999999962,1218.579999999999927,8.474107112067912,47.386173220996405
"8591428","2872",,,"Zürich, Werdhölzli",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"17,307","2678766","1250191","228","238",489.219479452054998,486.759589041095978,559.682988047808976,553.318844621514017,"2872",WERD,975.979068493150976,1113.001832669320038,8.482017237033803,47.397831544742537
"8591436","6015",,,"Zürich, Winzerstrasse Süd",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"80,89,304,308","2679068","1250811","78","83",683.899835616438054,633.137041095890027,789.584940239044045,719.822231075697005,"6015",WINS,1317.036876712330013,1509.407171314740026,8.486126899742132,47.403371258903256
"8591434","2934",,,"Zürich, Winzerhalde",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"80,89,304,308","2679710","1250451","76","81",627.157041095890008,467.634630136986004,682.640478087648944,499.738565737051999,"2934",WINH,1094.791671232879935,1182.379043824699920,8.494566997644640,47.400056259930963
"8591441","2998",,,"Zürich, Zielweg",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"73","2680000","1245870","684","703",24.829671232876699,52.610794520547898,28.890000000000001,62.240000000000002,"2998",ZIEL,77.440465753424604,91.129999999999995,8.497589378293410,47.358822230410013
"8591138","883",,,"Zürich, Freihofstrasse",Zürich,Tram,"&nbsp;","2",,"110","5",Tram,"2","2680098","1248585","216","225",2530.605753424660179,2348.713095890409932,2908.546852589639911,2689.655776892429913,"883",FREI,4879.318849315070111,5598.202629482069824,8.499372208482908,47.383227529846202
"8591390","2638",,,"Zürich, Talwiesenstrasse",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"9,14,N5","2680894","1247119","136","143",2119.526356164380104,2213.398821917809983,2407.296095617530227,2521.845697211159859,"2638",TALW,4332.925178082189632,4929.141792828690086,8.509647471522419,47.369945934241514
"8591131","857",,,"Zürich, Fischerweg",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"8,17,N13","2681045","1249748","222","232",1547.702136986300047,1503.539260273970058,1943.837290836650027,1894.036055776889953,"857",FWEG,3051.241397260269878,3837.873346613539979,8.512122564483068,47.393571015981955
"8591118","767",,,"Zürich, Einfangstrasse",Zürich,"Bus,Trolleybus","&nbsp;","0",,"110","2",Bus,"32,61,62,N1","2681072","1252209","60","65",1552.298027397260057,1509.434493150680055,1764.389322709160069,1708.156055776890071,"767",EINF,3061.732520547940112,3472.545378486050140,8.512926389807594,47.415700277202525
"8591177","1122",,,"Zürich, Hardplatz",Zürich,"Bus,Tram,Trolleybus","&nbsp;","2",,"110","3",Bus Tram,"8,31,33,72,83,N2,N5,N8","2681244","1248502","161","168",5603.373433972599742,5195.732208493150210,6373.818340239039571,5892.987235458170289,"1122",HARP,10799.105642465799974,12266.805575697200766,8.514531862707935,47.382340758972077
"8591312","2035",,,"Zürich, Rebbergsteig",Zürich,"Bus,Trolleybus","&nbsp;","0",,"110","2",Bus,"46,N8","2681250","1250135","528","545",181.819999999999993,233.063616438356007,205.957768924302997,262.333466135458025,"2035",REBE,414.883616438356000,468.291235059760993,8.514907894268431,47.397026189251065
"8591270","1615",,,"Zürich, Marbachweg",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"70,N12","2681387","1242723","602","621",397.526684931507020,356.461506849315015,445.639999999999986,403.790000000000020,"1615",MARB,753.988191780822035,849.429999999999950,8.515375331591622,47.330349919602362
"8530473","2090",,,"Zürich, Rigiblick",Zürich,"Bus,Standseilbahn","&nbsp;","0",,"110","9",Bergbahn Bus,"23,39","2684172","1249098","509","525",23.050931506849299,29.966328767123301,23.090000000000000,28.210000000000001,"2090",BERG,53.017260273972603,51.299999999999997,8.553414091068516,47.387333210995102
"8590784","2852",,,"Rüschlikon, Weidstrasse",Rüschlikon,Bus,"&nbsp;","0",,"150","2",Bus,"165,N15","2684265","1240023","270","281",34.295890410958897,45.715315068493098,42.180000000000000,53.509999999999998,"2852",WEID,80.011205479452002,95.689999999999998,8.552939003474837,47.305706015103432
"8591412","2788",,,"Zürich, Voltastrasse",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"5,6,N17","2684272","1247936","311","323",483.110164383561994,647.935397260274044,550.029123505976031,771.895697211155039,"2788",VOLT,1131.045561643840074,1321.924820717129933,8.554519495596972,47.376870182703641
"8590620","994",,,"Glattbrugg, Bahnhof",Glattbrugg,"Bus,Tram","&nbsp;","2",,"121","3",Bus Tram,"10,12,761,762,764","2684552","1253911","572","590",2350.405260273969816,2206.660821917810154,2931.760000000000218,2754.380000000000109,"994",BGLA07,4557.066082191779969,5686.140000000000327,8.559356545287939,47.430569024562622
"8591119","788",,,"Zürich, Englischviertelstrasse",Zürich,Tram,"&nbsp;","2",,"110","5",Tram,"8","2684564","1246813","400","412",667.571643835615987,733.618575342465988,760.715737051792985,832.923187250995966,"788",ENGV,1401.190219178080042,1593.638924302789974,8.558173371381706,47.366733242639683
"8573244","2758",,,"Glattbrugg, Unterriet",Glattbrugg,"Bus,Tram","&nbsp;","2",,"121","3",Bus Tram,"10,12,510","2684726","1254699","574","592",1188.301260273970001,1166.788328767119992,1420.420000000000073,1418.160000000000082,"2758",UNTR07,2355.089589041090221,2838.579999999999927,8.561812085249954,47.437633265570099
"8591196","3469",,,"Zürich, Hofstrasse",Zürich,Trolleybus,"&nbsp;","0",,"110","2",Bus,"33","2684809","1247554","343","355",304.511475890411020,427.861324109589020,344.566170119521985,503.979335856573982,"3469",HOFS,732.372799999999984,848.545505976096024,8.561556875223369,47.373365829225911
"8591440","2956",,,"Zürich, Wonnebergstrasse",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"77","2685220","1245167","24","28",83.798109589041104,105.409397260274005,99.189999999999998,122.750000000000000,"2956",WONE,189.207506849314996,221.939999999999998,8.566543798478028,47.351845656716947
"8591132","859",,,"Zürich, Flobotstrasse",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"39","2685287","1248363","646","665",5.487835616438360,7.110383561643840,6.060000000000000,6.790000000000000,"859",FLOB,12.598219178082200,12.850000000000000,8.568039226989400,47.380579728046797
"8591148","901",,,"Zürich, Friedrichstrasse",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"75,N11","2685327","1250961","328","340",181.120273972603002,263.918410958904019,201.930039840636994,295.801593625498015,"901",FRDR,445.038684931507021,497.731633466135008,8.569064445267101,47.403939072661693
"8576202","824",,,"Zollikon, Felbenstrasse",Zollikon,Bus,"&nbsp;","0",,"140","2",Bus,"910,912,916,N18","2685467","1244210","3","6",227.341013698630007,204.853753424658009,281.009999999999991,248.840000000000003,"824",FBST,432.194767123287988,529.850000000000023,8.569629934541345,47.343207000661110
"8594553","6808",,,"Opfikon, Schwimmbad",Opfikon,Bus,"&nbsp;","0",,"121","2",Bus,"759,N7","2685467","1254157","462","474",0.000000000000000,0.840547945205479,0.000000000000000,0.000000000000000,"6808",OSCH07,0.840547945205479,0.000000000000000,8.571530218739492,47.432663171432040
"8591442","3005",,,"Zürich, Zoo",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"6,39,E,N17","2685551","1248477","422","434",2537.685178082189850,2703.379671232879900,2514.427131474099951,2697.507011952190169,"3005",ZOO,5241.064849315070205,5211.934143426289666,8.571556559418267,47.381570736789051
"8591089","508",,,"Zürich, Bleulerstrasse",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"77","2685609","1244653","28","32",170.085972602739986,103.405013698630000,200.840000000000003,120.609999999999999,"508",BLEU,273.490986301370015,321.449999999999989,8.571593427222417,47.347172652524627
"8591211","1311",,,"Zürich, Im Klösterli",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"39,E","2685952","1248823","647","666",30.957698630136999,17.574438356164400,28.137689243027900,19.170000000000002,"1311",IKLO,48.532136986301403,47.307689243027902,8.576932626684759,47.384630220616728
"8591443","4",,,"Zürich, Zoo/Forrenweid",Zürich,Bus,"&nbsp;","0",,"110","2",Bus,"751","2686046","1248365","429","441",40.583780821917799,67.640100821917798,40.899999999999999,65.936800000000005,"4",ZOOF,108.223881643835995,106.836799999999997,8.578089271142026,47.380499025451378
"8591264","1590",,,"Zürich, Luegisland",Zürich,"Bus,Tram","&nbsp;","2",,"110","3",Bus Tram,"9,N11","2686254","1251205","142","149",1211.092767123290059,1106.449315068490023,1395.080159362549921,1258.648127490039997,"1590",LUEG,2317.542082191780082,2653.728286852589918,8.581390987740580,47.406012657104739
"8590702","1106",,,"Küsnacht ZH, Hallenbad",Küsnacht ZH,Bus,"&nbsp;","0",,"140","2",Bus,"918","2686684","1240932","696","715",11.329315068493200,34.000383561643801,14.600000000000000,44.740000000000002,"1106",HABA,45.329698630137003,59.340000000000003,8.585098760970485,47.313567688657557
"8590703","1779",,,"Küsnacht ZH, Oberfeld",Küsnacht ZH,Bus,"&nbsp;","0",,"140","2",Bus,"918","2686964","1240889","698","717",40.898054794520498,13.925506849315100,52.850000000000001,17.989999999999998,"1779",OBFE,54.823561643835603,70.840000000000003,8.588793143444160,47.313144116728182
"8591072","455",,,"Zürich, Berghaldenstrasse",Zürich,"Bus,Trolleybus","&nbsp;","0",,"110","2",Bus,"31,N16,N19","2686986","1245949","369","381",205.304399178082008,393.005724931507018,228.207871314740999,432.193145816733022,"455",BERH,598.310124109588969,660.401017131473964,8.590066003697142,47.358647776170486
"8576211","2327",,,"Küsnacht ZH, Schübel",Küsnacht ZH,Bus,"&nbsp;","0",,"140","2",Bus,"912,919,N18","2687029","1241869","12","15",114.579342465753001,138.969780821917993,140.460000000000008,168.770000000000010,"2327",SUEB,253.549123287670994,309.230000000000018,8.589842835792163,47.321949114965513
"8591261","1584",,,"Zürich, Loorenstrasse",Zürich,"Bus,Trolleybus","&nbsp;","0",,"110","2",Bus,"31,701,703,704,N16,N19","2687321","1246089","370","382",1361.732075342469898,1296.670358630140072,1566.698994023900013,1490.220680876489951,"1584",LOOR,2658.402433972610197,3056.919674900389964,8.594527081430037,47.359862543972504
"8591903","3756",,,"Zollikerberg, Spital",Zollikerberg,Bus,"&nbsp;","0",,"140","2",Bus,"91","2687454","1244811","649","668",39.299287671232896,43.439945205479503,48.399999999999999,52.399999999999999,"3756",SZOL,82.739232876712407,100.799999999999997,8.596037885537227,47.348351431587552
"8594198","6735",,,"Wallisellen, Glatt (Tram)",Wallisellen,Tram,"&nbsp;","2",,"121","5",Tram,"12","2687507","1251592","580","598",1254.375287671229898,1394.730739726029924,1462.940000000000055,1637.900000000000091,"6735",WGLA07,2649.106027397259822,3100.840000000000146,8.598065152279398,47.409327707799669
"8591024","3826",,,"Zollikerberg, Hasenbart",Zollikerberg,Bus,"&nbsp;","0",,"140","2",Bus,"91","2687578","1245009","650","669",21.362739726027399,12.956328767123299,26.800000000000001,16.399999999999999,"3826",HASE,34.319068493150702,43.200000000000003,8.597717432779122,47.350115651718646
"8596113","6986",,,"Dübendorf, Hochbord Süd",Dübendorf,Bus,"&nbsp;","0",,"121","2",Bus,"760,E","2687713","1250470","681","700",0.000000000000000,12.877835616438400,0.000000000000000,18.726733067729100,"6986",DHOS07,12.877835616438400,18.726733067729100,8.600574068927976,47.399209945307739
"8590588","6346",,,"Dübendorf, Sonnental",Dübendorf,Bus,"&nbsp;","0",,"121","2",Bus,"743,744,745,751,752,754,N17","2687952","1250054","424","436",184.671763342465994,138.661489369863006,230.778619999999989,165.548620000000000,"6346",DSON,323.333252712328999,396.327240000000018,8.603657863929454,47.395436900569415
"8590592","2838",,,"Dübendorf, Wasserfurren",Dübendorf,Bus,"&nbsp;","0",,"121","2",Bus,"743,744,745,754,N17","2688526","1249901","433","445",116.090931506849003,163.553013698629996,146.530000000000001,197.250000000000000,"2838",DWAS,279.643945205478985,343.779999999999973,8.611229790982337,47.393984043053791
"8590554","3478",,,"Dübendorf, City Center",Dübendorf,Bus,"&nbsp;","0",,"121","2",Bus,"752,759,N17","2688918","1250242","732","754",0.069808219178082,0.883287671232877,0.000000000000000,0.000000000000000,"3478",CITC,0.953095890410959,0.000000000000000,8.616489194624316,47.396997916121784
"8591025","1792",,,"Zollikerberg, Oberhueb",Zollikerberg,Bus,"&nbsp;","0",,"140","2",Bus,"917","2689117","1244418","701","722",17.879452054794498,13.478356164383600,26.000000000000000,19.600000000000001,"1792",OBHU,31.357808219178100,45.600000000000001,8.617965451483576,47.344594344548902
"8590753","2622",,,"Pfaffhausen, Sängglen",Pfaffhausen,Bus,"&nbsp;","0",,"121","2",Bus,"704,N19","2689589","1246900","560","578",72.641156164383602,66.544356164383601,83.742000000000004,77.650000000000006,"2622",SAGG,139.185512328767004,161.391999999999996,8.624707213916778,47.366851690216045
"8590610","2335",,,"Fällanden, Schützenhaus",Fällanden,Bus,"&nbsp;","0",,"121","2",Bus,"704,705,744,N19","2690173","1247106","499","512",27.461616438356199,41.784273972602698,35.170000000000002,51.820000000000000,"2335",SHUA,69.245890410958907,86.989999999999995,8.632479176824198,47.368624642955339
"8590606","947",,,"Fällanden, Gemeindehaus",Fällanden,Bus,"&nbsp;","0",,"121","2",Bus,"704,705,743,744,745,N19","2690745","1247466","439","451",812.342915068492971,661.354915068493028,983.864000000000033,785.683999999999969,"947",FAEL,1473.697830136989978,1769.548000000000002,8.640124020062254,47.371783678248427
"8590806","684",,,"Schwerzenbach ZH, Dorf",Schwerzenbach ZH,Bus,"&nbsp;","0",,"121","2",Bus,"704,705","2691627","1248449","557","575",54.593736986301401,51.399939726027398,67.334000000000003,58.417999999999999,"684",DORS,105.993676712329005,125.751999999999995,8.652001435500726,47.380501912082870
"8590241","757",,,"Kindhausen AG, Eichholz",Kindhausen AG,Bus,"&nbsp;","0",,"184","2",Bus,"305,315","2671101","1249704","547","564",40.975013698630100,33.094219178082199,52.227649402390398,42.642669322709203,"757",EIHH,74.069232876712306,94.870318725099594,8.380413856365502,47.394323649975355
"8591893","6693",,,"Dietikon, Gyrhalden",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"325","2671922","1250415","592","610",121.750575342466007,107.514931506848995,139.479999999999990,124.310000000000002,"6693",DGYR,229.265506849314988,263.790000000000020,8.391401917321430,47.400628929783906
"8590520","2399",,,"Dietikon, Moosmatt",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"309","2672082","1252509","538","555",307.638277808219016,352.746847123287978,391.981400000000008,447.399200000000008,"2399",DMOO,660.385124931506994,839.380599999999959,8.393858907128513,47.419443812152124
"8590521","1758",,,"Dietikon, Oberdorf",Dietikon,Bus,"&nbsp;","0",,"154","2",Bus,"306,325","2672296","1250543","590","608",225.907369863013997,161.957698630137003,285.829999999999984,200.699999999999989,"1758",ODIE,387.865068493151000,486.529999999999973,8.396376634977395,47.401739156977641
