field_1,Haltestellen_Id,ein_dtv,aus_dtv,ein_dwv,aus_dwv,HALTESTELLEN_Haltestellennummer,HALTESTELLEN_Haltestellenkurzname,HALTESTELLEN_Haltestellenlangname,sum_dtv,sum_dwv
"184","192",325.639917808219,305.673150684931,399.102430278884,377.791155378486,"2436",SPLI,"Schlieren, Spital Limmattal",631.31306849315,776.89358565737
"185","193",402.870219178082,451.906136986301,492.19,558.968446215139,"831",FEGG,"Urdorf, Feldegg",854.776356164383,1051.15844621514
"186","194",253.476575342466,200.55904109589,311.63,244.77,"2238",SCHS,"Urdorf, Schlierenstrasse",454.035616438356,556.4
"187","195",208.995217534247,229.532523287671,254.8744,280.161,"1731",NURD,"Urdorf, Niederurdorf",438.527740821918,535.0354
"188","196",222.414117260274,217.817229589041,276.5328,264.4888,"1725",NEUT,"Urdorf, Neumatt",440.231346849315,541.0216
"189","197",450.390846027397,315.969244931507,524.8988,366.6544,"2440",SPIT,"Urdorf, Spitzacker",766.360090958904,891.5532
"190","198",149.252712328767,208.260219178082,177.66,232.6,"2732",UITI,"Urdorf, Uitikonerstrasse",357.512931506849,410.26
"191","199",264.630136986301,371.235287671233,305.7,454.32,"2767",BWEI,"Urdorf Weihermatt, Bahnhof",635.865424657534,760.02
"192","200",48.9373150684931,102.071643835616,59.46,118.93,"29",AEGU,"Unterengstringen, Aegelsee",151.008958904109,178.39
"193","201",184.220082191781,166.024849315069,212.278764940239,197.054940239044,"125",AUSW,"Weiningen ZH, Ausserdorf",350.24493150685,409.333705179283
"194","202",215.174493150685,217.636246575342,248.4303187251,252.101474103586,"1571",WLIN,"Weiningen ZH, Lindenplatz",432.810739726027,500.531792828686
"195","203",273.700246575342,234.659917808219,374.927689243028,321.475577689243,"2268",SWEI,"Weiningen ZH, Schulhaus",508.360164383561,696.403266932271
"196","204",38.9074246575342,35.9874794520548,46.4621115537849,42.0216334661355,"2869",WELB,"Geroldswil, Welbrig",74.894904109589,88.4837450199204
"197","205",198.122340821918,231.44477369863,229.756232669323,276.863674900398,"701",DOGE,"Geroldswil, Dorfstrasse",429.567114520548,506.619907569721
"198","206",646.600664109589,611.916371506849,772.117937848606,738.665321115538,"2982",ZENT,"Geroldswil, Zentrum",1258.51703561644,1510.78325896414
"199","207",116.667056438356,120.360475068493,132.35982310757,146.52324063745,"1028",GRIN,"Geroldswil, Grindlen",237.027531506849,278.88306374502
"200","208",221.57410739726,245.901402739726,264.53310438247,294.948494023904,"548",BRUS,"Fahrweid, Brunaustrasse",467.475510136986,559.481598406374
"201","209",302.323380273973,341.156814246575,356.785792031873,406.41361434263,"815",FAAU,"Fahrweid, Au",643.480194520548,763.199406374503
"202","210",191.156892054795,240.77591890411,233.487990438247,285.688965737052,"1556",LIMB,"Fahrweid, Limmatbrücke",431.932810958905,519.176956175299
"203","211",97.1507435616438,161.20888109589,104.4714,173.2016,"6894",DHEI,"Dietikon, Heimstrasse",258.359624657534,277.673
"204","212",6238.40985589041,5704.35027178082,7552.09441195219,6934.2892,"657",BDIE,"Dietikon, Bahnhof",11942.7601276712,14486.3836119522
"205","213",87.7386575342466,55.7561917808219,97.4511155378486,67.9920717131474,"3183",AEGW,"Weiningen ZH, Aegelsee",143.494849315069,165.443187250996
"206","215",2428.10054794521,2701.16071232877,2730.9028685259,3014.78772908367,"478",BEZI,"Zürich, Bezirksgebäude",5129.26126027398,5745.69059760957
"207","216",2905.44926027397,2518.48079452055,3545.59370517928,3105.47764940239,"1456",KRES,"Zürich, Kreuzstrasse",5423.93005479452,6651.07135458167
"208","217",3249.30380821918,3313.43969863014,4049.85143426295,4078.8935059761,"832",FELD,"Zürich, Feldeggstrasse",6562.74350684932,8128.74494023905
"209","218",5270.11891780822,5080.55063342466,6159.03890438247,6006.67104063745,"1286",HOES,"Zürich, Höschgasse",10350.6695512329,12165.7099450199
"210","219",3421.99901780822,3350.54017452055,3890.42626095618,3782.76475577689,"917",FROE,"Zürich, Fröhlichstrasse",6772.53919232877,7673.19101673307
"211","220",1717.87570164384,1724.91717534247,2020.42841075697,2007.98425896414,"2907",WILD,"Zürich, Wildbachstrasse",3442.79287698631,4028.41266972111
"212","221",7037.11849315069,7277.11769863014,7995.21868525896,8258.80581673307,"1357",KALK,"Zürich,Kalkbreite/Bhf.Wiedikon",14314.2361917808,16254.024501992
"213","222",4154.09312328767,4122.26915068493,4519.02665338645,4517.03322709163,"1579",LOCH,"Zürich, Lochergut",8276.3622739726,9036.05988047808
"214","223",1945.15082191781,1885.0261369863,2199.08442231076,2114.8815936255,"3019",ZYPR,"Zürich, Zypressenstrasse",3830.17695890411,4313.96601593626
"215","224",1425.45975342466,1486.37778082192,1555.24163346614,1550.11717131474,"1548",LETG,"Zürich, Letzigrund",2911.83753424658,3105.35880478088
"216","225",2530.60575342466,2348.71309589041,2908.54685258964,2689.65577689243,"883",FREI,"Zürich, Freihofstrasse",4879.31884931507,5598.20262948207
"217","226",3553.24419178082,3621.65569863014,4611.16848605578,4704.28609561753,"1364",KAPP,"Zürich, Kappeli",7174.89989041096,9315.45458167331
"218","227",1324.55695890411,1331.44339726027,1528.80920318725,1539.6803187251,"1026",GRIM,"Zürich, Grimselstrasse",2656.00035616438,3068.48952191235
"219","228",538.637671232877,535.475917808219,624.492549800797,615.769123505976,"137",BACH,"Zürich, Bachmattstrasse",1074.1135890411,1240.26167330677
"220","229",5310.77482575342,5138.35690410959,6068.25307330677,5853.33294820717,"821",FARB,"Zürich, Farbhof",10449.131729863,11921.5860215139
"221","231",1512.32243835616,1536.80542465753,1930.27207171315,1957.03513944223,"927",FOER,"Zürich, Förrlibuckstrasse",3049.12786301369,3887.30721115538
"222","232",1547.7021369863,1503.53926027397,1943.83729083665,1894.03605577689,"857",FWEG,"Zürich, Fischerweg",3051.24139726027,3837.87334661354
"223","233",1072.38594520548,1071.48863013699,1377.80864541833,1373.38553784861,"467",BERO,"Zürich, Bernoulli-Häuser",2143.87457534247,2751.19418326694
"224","234",880.110082191781,970.152684931507,905.493466135458,978.60984063745,"2447",SPOH,"Zürich, Hardturm",1850.26276712329,1884.10330677291
"225","235",198.789369863014,181.420219178082,211.453705179283,194.006374501992,"1120",HARH,"Zürich, Hardhof",380.209589041096,405.460079681275
"226","236",1002.06810958904,1000.39197260274,1160.34270916335,1150.03247011952,"1041",GRUN,"Zürich, Grünaustrasse",2002.46008219178,2310.37517928287
"227","237",751.496191780822,784.554602739726,888.279561752988,927.678685258964,"592",BAEN,"Zürich, Bändliweg",1536.05079452055,1815.95824701195
"228","238",489.219479452055,486.759589041096,559.682988047809,553.318844621514,"2872",WERD,"Zürich, Werdhölzli",975.979068493151,1113.00183266932
"229","239",2885.5224109589,2829.68490410959,3357.4635059761,3299.92306772908,"648",DAMM,"Zürich, Dammweg",5715.20731506849,6657.38657370518
"230","240",3134.85901369863,3159.05526027397,3650.07896414343,3660.00123505976,"2014",QUEL,"Zürich, Quellenstrasse",6293.9142739726,7310.08019920319
"231","241",14271.7456986301,13969.919369863,16377.3756972112,16046.6697609562,"1557",LIMM,"Zürich, Limmatplatz",28241.6650684931,32424.0454581674
"232","242",2543.9515890411,2805.6764109589,3124.61860557769,3464.7938247012,"1667",MUFG,"Zürich, Museum für Gestaltung",5349.628,6589.41243027889
"233","243",10299.3582191781,10073.3451506849,12079.9770916335,12098.8487649402,"2395",SIHL,"Zürich, Sihlquai/HB",20372.703369863,24178.8258565737
"234","244",23541.3808339726,21326.9196419178,25789.5211330677,23057.1715111554,"412",BPLA,"Zürich, Bahnhofplatz/HB",44868.3004758904,48846.6926442231
"235","246",6995.39541178082,6307.10286054795,7985.91368645418,7200.05651035857,"1608",LOEW,"Zürich, Löwenplatz",13302.4982723288,15185.9701968128
"236","247",5518.94451315068,6517.62980191781,6327.57990956175,7539.74381553785,"1366",SIHP,"Zürich, Sihlpost / HB",12036.5743150685,13867.3237250996
"237","248",18764.4422723288,18897.3794860274,21349.6831450199,21726.137459761,"619",CENT,"Zürich, Central",37661.8217583562,43075.8206047809
"238","249",1003.13263013699,902.13504109589,1131.85669322709,1010.02992031873,"2937",WIPK,"Zürich, Wipkingerplatz",1905.26767123288,2141.88661354582
"239","250",853.607150684932,880.350630136986,956.318605577689,983.425976095618,"2800",WAIF,"Zürich, Waidfussweg",1733.95778082192,1939.74458167331
"240","251",366.814684931507,429.616630136986,409.189641434263,467.412709163347,"800",EGUT,"Zürich, Eschergutweg",796.431315068493,876.60235059761
"241","252",300.329369863014,371.506164383562,330.751075697211,406.404422310757,"67",ATRO,"Zürich, Alte Trotte",671.835534246576,737.155498007968
"242","253",1063.85769863014,975.068301369863,1196.42430278884,1089.57772908367,"2306",SCHT,"Zürich, Schwert",2038.926,2286.00203187251
"243","254",859.510410958904,698.907534246575,983.983585657371,791.159322709163,"2899",WIES,"Zürich, Wieslergasse",1558.41794520548,1775.14290836653
"244","255",285.109917808219,276.269424657534,335.361832669323,320.319362549801,"2402",SING,"Zürich, Singlistrasse",561.379342465753,655.681195219124
"245","256",465.233671232877,596.723917808219,545.390796812749,684.513505976096,"2364",SEGA,"Zürich, Segantinistrasse",1061.9575890411,1229.90430278885
"246","257",310.435753424658,426.679424657534,351.249442231076,477.859402390438,"979",GIBL,"Zürich, Giblenstrasse",737.115178082192,829.108844621514
"247","258",589.428109589041,654.982383561644,732.651075697211,803.186573705179,"1156",HEIZ,"Zürich, Heizenholz",1244.41049315068,1535.83764940239
"248","259",885.922328767123,825.148547945205,1058.60585657371,958.958406374502,"944",GEER,"Zürich, Geeringstrasse",1711.07087671233,2017.56426294821
"249","260",91.8692602739726,107.623397260274,115.72,134.66,"3122",RIEH,"Zürich, Riedhofstrasse",199.492657534247,250.38
"250","261",1116.76216438356,1215.17819178082,1397.94075697211,1529.66780876494,"2055",RENT,"Zürich, Rentenanstalt",2331.94035616438,2927.60856573705
"251","262",4614.68715068493,4602.87698630137,5787.33589641434,5766.63976095618,"199",BEDE,"Zürich, Bahnhof Enge/Bederstr.",9217.5641369863,11553.9756573705
"252","263",1694.07394520548,1756.49956164384,1932.51398406375,1978.58669322709,"586",BUTZ,"Zürich, Butzenstrasse",3450.57350684932,3911.10067729084
"253","264",3708.66293150685,3820.43608219178,4221.39916334661,4294.23796812749,"2950",WOLL,"Zürich, Wollishofen",7529.09901369863,8515.6371314741
"254","265",132.40098630137,278.062438356164,151.78,312.15,"649",DANG,"Zürich, Dangelstrasse",410.463424657534,463.93
"255","266",156.933671232877,165.066739726027,172.27,184,"2612",SUNN,"Zürich, Sunnau",322.000410958904,356.27
"256","267",88.7957808219178,126.527561643836,109.72,157.42,"6437",GRUT,"Adliswil, Grüt",215.323342465754,267.14
"257","268",60.0898082191781,52.6653150684932,69.94,62.72,"2660",TIAK01,"Adliswil, Tiefacker",112.755123287671,132.66
"258","269",27.0014246575342,28.9613756438356,31.56,34.37961,"1462",KROA01,"Adliswil, Krone",55.9628003013698,65.93961
"259","270",113.623780821918,112.645808219178,126.7,127.36,"148",ABAD01,"Adliswil, Badstrasse",226.269589041096,254.06
"260","271",90.7849589041096,107.338519123288,110.31,128.68948,"1227",HOFA01,"Adliswil, Hofackerstrasse",198.123478027398,238.99948
"261","272",126.779315068493,112.942950493151,159.45,144.31943,"6594",AHOR,"Adliswil, Ahornweg",239.722265561644,303.76943
"262","273",119.848301369863,101.921424657534,157.813187250996,129.2,"6593",EWEG,"Adliswil, Eichenweg",221.769726027397,287.013187250996
"263","274",131.485534246575,156.590904109589,151.78,179.74,"6492",RPAR,"Rüschlikon, Park im Grüene",288.076438356164,331.52
"264","275",38.3112328767123,36.3471506849315,51.94,49.21,"1657",MOOS,"Rüschlikon, Moosstrasse",74.6583835616438,101.15
"265","276",44.6708493150685,53.434904109589,53.86,62.36,"6448",EGGR,"Rüschlikon, Eggrain",98.1057534246575,116.22
"266","277",105.924356164384,130.425452054795,133.11,155.47,"6447",LRAI,"Rüschlikon, Loorain",236.349808219179,288.58
"267","278",121.946356164384,143.761643835616,167.18,192.98,"3187",RSAU,"Rüschlikon, Säumerstrasse",265.708,360.16
"268","279",148.285205479452,189.887835616438,183.64,232.34,"443",BELV,"Rüschlikon, Belvoir",338.17304109589,415.98
"269","280",17.2242739726027,28.4287671232877,21.02,36.04,"1505",LANH,"Rüschlikon, Langhaldenstrasse",45.6530410958904,57.06
"270","281",34.2958904109589,45.7153150684931,42.18,53.51,"2852",WEID,"Rüschlikon, Weidstrasse",80.011205479452,95.69
"271","282",330.012136986301,311.460876712329,419.09,397.1,"3186",RUEB,"Rüschlikon, Bahnhof",641.47301369863,816.19
"272","283",45.5175890410959,46.7197534246575,54.38,56.43,"515",BODE,"Rüschlikon, Bodengasse",92.2373424657534,110.81
"273","284",219.465178082192,188.902219178082,262.05,227.83,"410",BSRU,"Rüschlikon, Schlossstrasse",408.367397260274,489.88
"274","285",199.088794520548,180.021780821918,243.73,221.99,"2262",SORU,"Kilchberg ZH, Schooren",379.110575342466,465.72
"275","286",104.945835616438,79.1307397260274,124.39,94.6,"3775",BEND,"Kilchberg ZH, Bendlikon",184.076575342465,218.99
"276","287",74.8447123287671,66.1977534246575,89.36,78.82,"1864",PARU,"Kilchberg ZH, Paradiesstrasse",141.042465753425,168.18
"277","288",371.665205479452,344.60101369863,422.52,390.55,"2461",STAD,"Zürich, Stadtgrenze",716.266219178082,813.07
"278","289",237.390328767123,200.139698630137,264.83,224.27,"2834",SEER,"Zürich, Seerose",437.53002739726,489.1
"279","290",180.195479452055,180.173671232877,174.31,193.13,"2109",ROTE,"Zürich, Rote Fabrik",360.369150684932,367.44
"280","291",333.855917808219,292.841397260274,369.65,330.03,"3774",BWOB,"Zürich, Bhf Wollishofen (Bus)",626.697315068493,699.68
"281","292",91.4747945205479,82.6429315068493,89.08,87.67,"3141",LAND,"Zürich, Landiwiese",174.117726027397,176.75
"282","293",164.918356164384,176.021863013699,146.18,162.52,"3522",SUKK,"Zürich, Sukkulentensammlung",340.940219178083,308.7
"283","294",167.934,186.321178082192,212.33,239.45,"3477",SRUC,"Zürich, Schweizer Rück",354.255178082192,451.78
"284","295",277.276607315068,337.31704109589,319.80917,396.28,"1401",KILB,"Kilchberg ZH, Kirche",614.593648410958,716.08917
"285","296",61.9515068493151,95.0124657534247,75.14,114.37,"118",AUFB,"Kilchberg ZH, Auf Brunnen",156.96397260274,189.51
"286","297",99.4313698630137,166.107493643836,122.03,205.09018,"2304",KSCH,"Kilchberg ZH, Schwelle",265.53886350685,327.12018
"287","298",76.5299163835616,96.5902191780822,97.78948,121.99,"1457",KREK,"Kilchberg ZH, Kreuzstrasse",173.120135561644,219.77948
"288","299",101.216410958904,92.7555068493151,122.87,108.22,"2154",SANK,"Kilchberg ZH, Sanatorium",193.971917808219,231.09
"289","300",61.9701917808219,100.702109589041,78.32,125.49,"1863",PAKI,"Kilchberg ZH, Paradiessteig",162.672301369863,203.81
"290","301",66.8793150684932,90.5307123287671,80.21,102.49,"1249",HORN,"Kilchberg ZH, Hornhaldenstr.",157.41002739726,182.7
"291","302",48.6289315068493,51.7395068493151,59.88,63.3,"2859",WEIK,"Kilchberg ZH, Weinbergstrasse",100.368438356164,123.18
"292","303",4010.78134246575,3699.228,4518.41653386454,4148.73107569721,"2346",SEEB,"Zürich, Seebach",7710.00934246575,8667.14760956175
"293","304",2390.40449315069,2202.34484931507,2692.76581673307,2450.18737051793,"1275",SEPL,"Zürich, Seebacherplatz",4592.74934246576,5142.953187251
"294","305",272.941260273973,298.857205479452,337.8,365.2,"1175",HERT,"Zürich, Hertensteinstrasse",571.798465753425,703
"295","306",1054.75060273973,1220.19487671233,1204.02545816733,1382.81509960159,"573",BUHN,"Zürich, Buhnstrasse",2274.94547945206,2586.84055776892
"296","307",77.8212328767123,75.7172876712329,92.65,90.43,"896",FSWA,"Zürich, Friedhof Schwandenholz",153.538520547945,183.08
"297","308",101.283397260274,112.917397260274,128.5,143.85,"3768",STBU,"Zürich, Staudenbühl",214.200794520548,272.35
"298","309",16.9403561643836,14.1592876712329,18.25,15.62,"1292",HUER,"Zürich, Hürstholz",31.0996438356165,33.87
"299","310",93.8376712328767,137.326520547945,114.03,165.16,"3706",AHOS,"Zürich, Althoos",231.164191780822,279.19
"300","311",98.4160821917808,140.097479452055,113.17,158.04,"1611",MAIE,"Zürich, Maienweg",238.513561643836,271.21
"301","312",17.9105479452055,26.4224383561644,21.93,30.97,"1445",KNOR,"Zürich, Krematorium Nordheim",44.3329863013699,52.9
"302","313",12.331397260274,22.1287671232877,12.9,23.7,"1744",NORH,"Zürich, Nordheimstrasse",34.4601643835617,36.6
"303","314",30.9465479452055,17.717397260274,37.57,21.09,"3587",BERU,"Zürich, Berufswahlschule",48.6639452054795,58.66
"304","316",1148.62649315068,968.82501369863,1270.73764940239,1084.04338645418,"2005",PWOL,"Zürich, Post Wollishofen",2117.45150684931,2354.78103585657
"305","317",1461.1224109589,1211.43750684932,1669.26701195219,1371.13764940239,"3044",BWOL,"Zürich, Bhf Wollishofen (Tram)",2672.55991780822,3040.40466135458
"306","318",774.519616438356,837.224383561644,940.342629482072,1006.42589641434,"488",BILO,"Zürich, Billoweg",1611.744,1946.76852589641
"307","319",1058.858,1137.90493150685,1189.10760956175,1273.29155378486,"547",BRUN,"Zürich, Brunaustrasse",2196.76293150685,2462.39916334661
"308","320",1222.5442739726,1424.61567123288,1460.10111553785,1686.91211155378,"1666",MUSR,"Zürich, Museum Rietberg",2647.15994520548,3147.01322709163
"309","321",7500.16616438356,6819.35178082192,8831.66784860558,8069.7641434263,"3026",ENGE,"Zürich, Bahnhof Enge",14319.5179452055,16901.4319920319
"310","322",2823.36736986301,3331.82646575342,3698.98633466135,4368.71131474104,"1889",PLAT,"Zürich, Platte",6155.19383561643,8067.69764940239
"311","323",483.110164383562,647.935397260274,550.029123505976,771.895697211155,"2788",VOLT,"Zürich, Voltastrasse",1131.04556164384,1321.92482071713
"312","324",3755.71830410959,4299.02441013699,4391.34956573705,5046.34497888446,"1407",KFLU,"Zürich, Kirche Fluntern",8054.74271424658,9437.69454462151
"313","325",1526.63339726027,1226.17597260274,1932.36043824701,1525.90043824701,"2550",SAAL,"Zürich, Saalsporthalle",2752.80936986301,3458.26087649402
"314","326",2584.83550684932,2444.44128767123,3138.73944223108,2986.31525896414,"1519",LAUB,"Zürich, Laubegg",5029.27679452055,6125.05470119522
"315","327",350.044904109589,427.488767123288,398.350557768924,479.974262948207,"128",AUSS,"Zürich, Ausserdorfstrasse",777.533671232877,878.324820717131
"316","328",817.004904109589,931.177123287671,929.704980079681,1052.46928286853,"497",BIGL,"Zürich, Birch-/Glatttalstrasse",1748.18202739726,1982.17426294821
"317","329",820.051506849315,760.104301369863,935.78764940239,859.169362549801,"1532",LEIM,"Zürich, Leimgrübelstrasse",1580.15580821918,1794.95701195219
"318","330",495.115178082192,580.253945205479,561.046215139442,654.388486055777,"1483",KAES,"Zürich, Käshaldenstrasse",1075.36912328767,1215.43470119522
"319","331",392.313342465753,352.717863013699,446.375498007968,399.476972111554,"6304",KOES,"Zürich, Köschenrüti",745.031205479452,845.852470119522
"320","332",851.888164383562,744.322739726027,957.173227091633,838.042151394422,"2320",SCHG,"Zürich, Schönauring",1596.21090410959,1795.21537848605
"321","333",535.517095890411,640.82197260274,620.402310756972,739.024541832669,"6250",HIMM,"Zürich, Himmeri",1176.33906849315,1359.42685258964
"322","334",465.100082191781,416.255835616438,553.904342629482,502.431075697211,"3804",NBRU,"Zürich, Neunbrunnen",881.355917808219,1056.33541832669
"323","335",520.190767123288,459.98501369863,647.495179282869,575.461952191235,"3789",BOLL,"Zürich, Bollingerweg",980.175780821918,1222.9571314741
"324","336",7205.04624657534,7386.07553424658,8611.76406374502,8773.42569721116,"3447",BOEO,"Zürich, Bahnhof Oerlikon Ost",14591.1217808219,17385.1897609562
"325","337",751.759863013699,660.925260273973,906.724183266932,803.811314741036,"694",DORF,"Zürich, Dorflinde",1412.68512328767,1710.53549800797
"326","338",585.002109589041,659.742630136986,661.563147410359,740.331553784861,"888",FRIA,"Zürich, Friedackerstrasse",1244.74473972603,1401.89470119522
"327","339",145.675068493151,194.647698630137,156.671474103586,208.352629482072,"908",FROB,"Zürich, Frohburg",340.322767123288,365.024103585658
"328","340",181.120273972603,263.918410958904,201.930039840637,295.801593625498,"901",FRDR,"Zürich, Friedrichstrasse",445.038684931507,497.731633466135
"329","341",223.185342465753,246.654657534247,277.113027888446,307.929760956175,"6626",BLUM,"Zürich, Blumenfeldstrasse",469.84,585.042788844621
"330","342",383.16197260274,362.665205479452,462.426454183267,433.577290836653,"6627",ASPH,"Zürich, Aspholz",745.827178082192,896.00374501992
"331","343",206.499726027397,210.998465753425,225.70406374502,232.768525896414,"6628",MUEH,"Zürich, Mühlacker",417.498191780822,458.472589641434
"332","344",3168.63781863014,2923.80744958904,3603.59881992032,3324.41688884462,"3043",BWIP,"Zürich, Bahnhof Wipkingen",6092.44526821918,6928.01570876494
"333","345",358.599295616438,349.585610410959,435.271047410359,418.779114741036,"1753",NUER,"Zürich, Nürenbergstrasse",708.184906027397,854.050162151395
"334","346",1954.46517561644,1992.03644821918,2212.78031513944,2231.8455123506,"2108",ROTB,"Zürich, Rotbuchstrasse",3946.50162383562,4444.62582749004
"335","347",638.140576712329,670.509395616438,732.02330876494,770.085137051793,"2164",SCHZ,"Zürich, Scheuchzerstrasse",1308.64997232877,1502.10844581673
"336","348",404.737478356164,387.007174246575,475.760436653386,459.827564143426,"2779",VOGE,"Zürich, Vogelsangstrasse",791.744652602739,935.588000796812
"337","349",446.156387945205,692.740271780822,504.412078087649,789.688443027888,"2451",SPYR,"Zürich, Spyriplatz",1138.89665972603,1294.10052111554
"338","350",157.40040630137,506.349853424658,186.249754183267,608.937715139442,"471",BETH,"Zürich, Bethanien",663.750259726028,795.187469322709
"339","351",1386.75891780822,1703.29513013699,1587.24093625498,1931.03646414343,"2673",TOBL,"Zürich, Toblerplatz",3090.05404794521,3518.27740039841
"340","352",397.806956164384,223.651422191781,477.317605577689,268.712187649402,"1194",HINT,"Zürich, Hinterbergstrasse",621.458378356165,746.029793227091
"341","353",3227.8574830137,3146.09893753425,3779.02677808765,3686.09275776892,"1252",HUBE,"Zürich, Hubertus",6373.95642054795,7465.11953585657
"342","354",788.852652054795,598.08992,907.028717131474,674.859803984064,"3155",ALTW,"Zürich, Schulhaus Altweg",1386.9425720548,1581.88852111554
"343","355",304.511475890411,427.861324109589,344.566170119522,503.979335856574,"3469",HOFS,"Zürich, Hofstrasse",732.3728,848.545505976096
"344","356",267.347908767123,381.291745479452,309.67544501992,435.638514342629,"3648",KLOB,"Zürich, Klosbach",648.639654246575,745.313959362549
"345","357",170.434942465753,212.114564109589,198.964677290837,245.866637051793,"3470",HSTG,"Zürich, Hölderlinsteig",382.549506575342,444.83131434263
"346","358",8841.30379780822,9087.84653780822,10432.7172358566,10643.8483119522,"1430",KLUS,"Zürich, Klusplatz",17929.1503356164,21076.5655478088
"347","359",545.488252054795,620.926019452055,642.017139442231,730.075088047809,"3466",FRST,"Zürich, Freiestrasse",1166.41427150685,1372.09222749004
"348","360",319.528080821918,406.148998082192,389.016013944223,496.54758685259,"2450",SPRE,"Zürich, Sprecherstrasse",725.67707890411,885.563600796813
"349","361",1826.22543232877,2011.93445561644,2252.08411474104,2409.10847131474,"1724",NEUM,"Zürich, Neumarkt",3838.15988794521,4661.19258605578
"350","362",1082.94682082192,1232.23943561644,1211.17426135458,1366.35180876494,"1358",KANO,"Zürich, Kanonengasse",2315.18625643836,2577.52607011952
"351","363",4864.5280939726,5104.3627690411,5054.67973824701,5417.03992310757,"1644",MILA,"Zürich, Militär-/Langstrasse",9968.8908630137,10471.7196613546
"352","364",2276.97467972603,2427.1060539726,2547.10345856574,2663.38179163347,"1234",BANL,"Zürich, Bäckeranlage",4704.08073369863,5210.48525019921
"353","365",1372.27474712329,1330.25187506849,1581.5086561753,1534.54432031873,"1076",GUET,"Zürich, Güterbahnhof",2702.52662219178,3116.05297649403
"354","366",658.288776438356,721.796421917808,696.834276494024,759.639537848606,"1162",HERD,"Zürich, Herdernstrasse",1380.08519835616,1456.47381434263
"355","367",332.992159452055,398.124982739726,386.540431075697,468.12198685259,"2366",SEID,"Zürich, Seidelhof",731.117142191781,854.662417928287
"356","368",630.864330684931,616.331971232877,740.60147689243,730.727169322709,"1640",MICA,"Zürich, Micafil",1247.19630191781,1471.32864621514
"357","369",602.49135890411,658.377893972603,760.968709163347,838.787694422311,"1690",MULL,"Schlieren, Mülligen",1260.86925287671,1599.75640358566
"358","370",1052.46108438356,1148.21098054795,1283.18101912351,1402.93720278884,"935",GASO,"Schlieren, Gasometerbrücke",2200.67206493151,2686.11822191235
"359","371",443.729877534247,391.987624657534,506.442212350598,448.735310756972,"2798",WAGO,"Schlieren, Wagonsfabrik",835.717502191781,955.17752310757
"360","372",1662.92707726027,1529.13534219178,1963.49770199203,1822.47968087649,"2237",SZEN,"Schlieren, Zentrum",3192.06241945205,3785.97738286852
"361","373",708.417705205479,646.257158356164,838.006184860558,767.005031075697,"1592",LUGG,"Zürich, Luggwegstrasse",1354.67486356164,1605.01121593626
"362","374",1562.28531260274,1622.45877643836,1711.79437888446,1783.94993386454,"3148",LETP,"Zürich, Letzipark",3184.7440890411,3495.744312749
"363","375",836.696148493151,855.915459178082,1015.54061434263,1035.31706215139,"2142",SBBW,"Zürich, SBB-Werkstätte",1692.61160767123,2050.85767649402
"364","376",205.943836986301,326.732526027397,228.998966135458,370.512557768924,"1362",KAPF,"Zürich, Kapfstrasse",532.676363013698,599.511523904382
"365","377",90.5601364383562,143.856705753425,100.772588844622,166.460149800797,"2251",SYFI,"Zürich, Schlyfi",234.416842191781,267.232738645419
"366","378",538.701942191781,550.269753972603,614.389039442231,618.166773705179,"713",DRUS,"Zürich, Drusbergstrasse",1088.97169616438,1232.55581314741
"367","379",236.887101643836,313.478862739726,265.943275298805,350.458465737052,"2836",WASE,"Zürich, Waserstrasse",550.365964383562,616.401741035857
"368","380",1669.91365205479,1655.71737479452,1957.17614741036,1953.61877211155,"617",CARL,"Zürich, Carl-Spitteler-Strasse",3325.63102684931,3910.79491952191
"369","381",205.304399178082,393.005724931507,228.207871314741,432.193145816733,"455",BERH,"Zürich, Berghaldenstrasse",598.310124109589,660.401017131474
"370","382",1361.73207534247,1296.67035863014,1566.6989940239,1490.22068087649,"1584",LOOR,"Zürich, Loorenstrasse",2658.40243397261,3056.91967490039
"371","383",349.269456438356,430.511226849315,395.064388844622,479.896843824701,"3011",ZWEI,"Zürich, Zweiackerstrasse",779.780683287671,874.961232669323
"372","384",903.145649589041,951.08488,1040.45984900398,1080.37347091633,"1389",KIEN,"Zürich, Kienastenwies",1854.23052958904,2120.83331992031
"373","385",748.667232876712,835.977205479452,891.331075697211,987.321992031872,"2128",ROES,"Zürich, Röslistrasse",1584.64443835616,1878.65306772908
"374","386",1173.41493150685,1291.71180821918,1383.87932270916,1511.80434262948,"1856",OTTI,"Zürich, Ottikerstrasse",2465.12673972603,2895.68366533864
"375","387",1280.42797260274,1466.19506849315,1559.83438247012,1821.33346613546,"2411",SONN,"Zürich, Sonneggstrasse",2746.62304109589,3381.16784860558
"376","388",2115.33279452055,2594.26484931507,2578.92721115538,3160.93039840637,"1100",HEGG,"Zürich, Haldenegg",4709.59764383562,5739.85760956175
"377","389",2285.51654794521,2215.79517808219,2500.06916334661,2479.77227091633,"2113",RBRU,"Zürich, Rudolf-Brun-Brücke",4501.3117260274,4979.84143426294
"378","390",2702.17484931507,2664.32093150685,2950.89338645418,2931.79729083665,"2030",RATH,"Zürich, Rathaus",5366.49578082192,5882.69067729083
